repo_owner,repo_name,payload_commit_msg,created_at,dummy_column_do_not_delete,Status,commit_link,redirect_link,original_commit,Labels Gustavo,Labels Irineu,Labels Felipe,Consolidated Labels,Latest_404_status,What,Why,Codes,Themes,Secondary Themes,Noteworthy,Certainity,Environment,Bug fix,Level,Languages,Intention ,Repo,author_login,Final Themes,Final conditions,committer_login,Level detailed
MachineMuse,MachineMusePowersuits,Fixed night vision power consumption,01/02/2013 05:54:44,,FALSE-POSITIVE,https://github.com/MachineMuse/MachineMusePowersuits/commit/eb3b69febb09605ff4f63c0526bc0ad0cec4c125,,,[FALSE-POSITIVE],[FALSE-POSITIVE] [Game] [Minecraft],[DO NOT ANALYZE],[Game] [Minecraft],EXISTS,,,,,,,,,,,,,MachineMuse/MachineMusePowersuits,MachineMuse,,,MachineMuse,
dhiru1602,android_kernel_samsung_latona,mach:mcbsp: change dma mode for power saving,01/02/2013 23:22:40,,OK,https://github.com/dhiru1602/android_kernel_samsung_latona/commit/2a2ce1115240d248e381ba97bef133a3577ffb44,,,[OK][CHANGE DMA MODE],[OK][CHANGE DMA MODE] [Android],[DO NOT ANALYZE],[CHANGE DMA MODE] [Android],EXISTS,[change dma mode],[power saving],[Change DMA mode],?,,Direct memory access,Certain,Android,No,OS,C,mach:mcbsp: change dma mode for power saving,dhiru1602/android_kernel_samsung_latona,dhiru1602,[Use power efficient library/device],,dhiru1602,Kernel arch
zyonee,android_device_lge_mako,mako: reduce the power consumption in off-mode charging,02/02/2013 09:14:08,,NOT-FOUND,https://github.com/zyonee/android_device_lge_mako/commit/bec610e5e3af36d5ef9f251faa8e22c7d066b7bf,,,,,,,NOT-FOUND-SCRIPT-NOAPI,,,,,,,,,,,,,zyonee/android_device_lge_mako,,,,,
mytoh,configs,add cpu power saving settings,02/02/2013 15:34:30,,OK,https://github.com/mytoh/configs/commit/1febcfef47a2486b098a81d53a8e3baf9ad6b187,,,[FALSE-POSITIVE],[OK] [Enable power saving] [Execute power saving program],[DO NOT ANALYZE],[Enable power saving] [Execute power saving program],EXISTS,[add cpu power saving settings],[power saving],[Configure lower C-state] [Script] [Config],[Use low power state],,Multiple changes,Certain,Personal config files?,No,Libraries and Utilities,*.local,add cpu power saving settings,mytoh/configs,mytoh,[Use power efficient library/device],,mytoh,Script
h0uz3,hSCADA,Added JSON-Output for power consumption.,02/02/2013 18:59:59,,NOT-FOUND,https://github.com/h0uz3/hSCADA/commit/0690f79129a8583061547ab1fbd39b44aeeb154e,,,,,,,NOT-FOUND-SCRIPT-NOAPI,,,,,,,,,,,,,h0uz3/hSCADA,,,,,
jakdillard,platform_device_lge_mako,mako: reduce the power consumption in off-mode charging Change-Id: I6e49d765b8fa20498cf4694a1f842311ef45fd0b,02/02/2013 20:13:11,,NOT-FOUND,https://github.com/jakdillard/platform_device_lge_mako/commit/dd485bc33cc87df90df2c2a1bd956edd2145ad79,,,,,,,NOT-FOUND-SCRIPT-NOAPI,,,,,,,,,,,,,jakdillard/platform_device_lge_mako,,,,,
lolhi,at1-S0834211,intellidemand: dynamic change of sampling rate based on screen on/off using early_suspend/late_resume drivers to 2x min_sampling rate while screen is off to reduce frequency transitions in hope to reduce power consumption further,03/02/2013 09:09:34,,DUPLICATE,https://github.com/lolhi/at1-S0834211/commit/81b20cd0d6a7fd95a44e74b14655768014be1b4c,,,,,,,EXISTS,,,,,,,,,,,,,lolhi/at1-S0834211,faux123,,,lolhi,
bhanvadia,lge-mako-kernel,"power: charger: need sometime to handle the usb disconnecting events When being completely charged in the offmode charging and pulling out TA from sleep condition, I gave 1 sec. delay until entering sleep condition again, in order to prevent the phenomenon that a device doesn't turn off. We need sometime for an userspace application to handle the usb disconnection events. There is no effect of power consumption. Change-Id: I0851cc2b47c3780fd68d3e8965fd0d6f5b7e8312",03/02/2013 11:10:12,,FALSE-POSITIVE,https://github.com/bhanvadia/lge-mako-kernel/commit/9f66b18ebb77ae698034d4c7d06fefa830170b93,,,[FALSE-POSITIVE],[FALSE-POSITIVE],[DO NOT ANALYZE],,EXISTS,,,,,,,,,,,,,bhanvadia/lge-mako-kernel,,,,bhanvadia,
simone201,neak-n7100-jb,Dynamically adjust cpufreq_max_limit according to scaling_max setting without breaking power save mode,03/02/2013 13:35:26,,DUPLICATE,https://github.com/simone201/neak-n7100-jb/commit/5ce7b212a382e590b5717f688108fa97e91b3336,,,[DUP],[?] [DUPLICATE] [c20fafdff666a1bd3aa2860c385ae0c42c06dfb0],[DO NOT ANALYZE],[DUPLICATE] [c20fafdff666a1bd3aa2860c385ae0c42c06dfb0],EXISTS,,,,,,,,,,,,,simone201/neak-n7100-jb,yank555-lu,,,simone201,
austinay,lge_kernel_msm7x27,"kernel: Prevent unnecessary rfkill event generation. Prevent unnecessary rfkill event generation when the state has not actually changed. These events have to be delivered to relevant userspace processes, causing these processes to wake up and do something while they could as well have slept. This obviously results in more CPU usage, longer time-to-sleep-again and therefore higher power consumption. Change-Id: I3ac4e141fbdf1315b74d3bad6aa96f34b00c3f92 CRs-fixed: 398283 Signed-off-by: Vitaly Wool <vitalywool@gmail.com> Signed-off-by: Mykyta Iziumtsev <nikita.izyumtsev@gmail.com> Signed-off-by: Deepthi Gowri <deepthi@codeaurora.org>",03/02/2013 18:48:38,,NOT-FOUND,https://github.com/austinay/lge_kernel_msm7x27/commit/5dc92b6c5ac9a42b4ded47e2503f06ee738e344a,,,,,,,NOT-FOUND-SCRIPT-NOAPI,,,,,,,,,,,,,austinay/lge_kernel_msm7x27,,,,,
Evervolv,android_kernel_htc_msm7x30,HID: uhid: forward open/close events to user-space HID core notifies us with *_open/*_close callbacks when there is an actual user of our device. We forward these to user-space so they can react on this. This allows user-space to skip I/O unless they receive an OPEN event. When they receive a CLOSE event they can stop I/O again to save energy. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz>,03/02/2013 20:48:01,,DUPLICATE,https://github.com/Evervolv/android_kernel_htc_msm7x30/commit/b2db45e03422c2a9a407139cf1d09b20bc27f1ec,,,,,,,EXISTS,,,,,,,,,,,,,Evervolv/android_kernel_htc_msm7x30,dvdhrm,,,,
MachineMuse,MachineMusePowersuits,changed sprint/walk boost energy consumption,03/02/2013 22:19:27,,FALSE-POSITIVE,https://github.com/MachineMuse/MachineMusePowersuits/commit/8f3e602942968382aaf7cc5d9eda4ab6fac03278,,,[FALSE-POSIVITE],[FALSE-POSITIVE] [Game] [Minecraft],[FALSE-POSIVITE],[Game] [Minecraft],EXISTS,,,,,,,,,,,,,MachineMuse/MachineMusePowersuits,MachineMuse,,,MachineMuse,
Evervolv,android_kernel_htc_primoc,HID: uhid: forward open/close events to user-space HID core notifies us with *_open/*_close callbacks when there is an actual user of our device. We forward these to user-space so they can react on this. This allows user-space to skip I/O unless they receive an OPEN event. When they receive a CLOSE event they can stop I/O again to save energy. Signed-off-by: David Herrmann <dh.herrmann@googlemail.com> Signed-off-by: Jiri Kosina <jkosina@suse.cz>,04/02/2013 00:15:38,,DUPLICATE,https://github.com/Evervolv/android_kernel_htc_primoc/commit/fe240dc32534283fc5cd852f554d368f85477c45,,,,,,,EXISTS,,,,,,,,,,,,,Evervolv/android_kernel_htc_primoc,dvdhrm,,,alexnpage,
CyanogenMod,android_device_sony_blue-common,blue: Apply gamma curve to backlight Currently the backlight brightness is a linear function of the commanded brightness - but human vision is not linear. To compensate for this we apply a gamma curve to the backlight brightness. This makes the perceived brightness more linear in relation to the brightness settings. TODO: Determine what effect this has on the power profile estimates and if we care about the innacuracies in screen power consumption reporting... power_profile estimates are pretty unreliable as it is. Change-Id: Ib14fe7752ae3617cb9da9c5ddb3e7f52b1db5e05,04/02/2013 10:01:03,,FALSE-POSITIVE,https://github.com/CyanogenMod/android_device_sony_blue-common/commit/029a3cc2cb6dfc95c9647fc60420bbdb7468d759,,,[FALSE-POSITIVE],[FALSE-POSITIVE],[DO NOT ANALYZE],,EXISTS,,,,,,,,,,,,,CyanogenMod/android_device_sony_blue-common,Entropy512,,,Kali-,
CyanogenMod,android_device_sony_blue-common,blue: Apply gamma curve to backlight Currently the backlight brightness is a linear function of the commanded brightness - but human vision is not linear. To compensate for this we apply a gamma curve to the backlight brightness. This makes the perceived brightness more linear in relation to the brightness settings. TODO: Determine what effect this has on the power profile estimates and if we care about the innacuracies in screen power consumption reporting... power_profile estimates are pretty unreliable as it is. Change-Id: Ib14fe7752ae3617cb9da9c5ddb3e7f52b1db5e05,04/02/2013 10:06:11,,DUPLICATE,https://github.com/CyanogenMod/android_device_sony_blue-common/commit/e47eefa6910efbe78b8683d373e01ffc6d3c0953,,,,,,,EXISTS,,,,,,,,,,,,,CyanogenMod/android_device_sony_blue-common,Entropy512,,,Kali-,
SEL-Columbia,SharedSolar_datamunge,modify submin2hourly.csv so that if there is a gap in the data then the first measurement after the gap is ignored. This should help elimate false peaks in energy consumption data.,04/02/2013 18:14:16,,FALSE-POSITIVE,https://github.com/leem99/SharedSolar_datamunge/commit/39bcdb2aff7da5e066d12cdcb22c46b0a9eb3184,https://github.com/SEL-Columbia/SharedSolar_datamunge/commit/39bcdb2aff7da5e066d12cdcb22c46b0a9eb3184,,[FALSE-POSIVITE],[FALSE-POSITIVE] [FALSE-POSITIVE],[FALSE-POSIVITE],[FALSE-POSITIVE],EXISTS,,,,,,,,,,,,,SEL-Columbia/SharedSolar_datamunge,,,,,
thracemerin,lge-kernel-mako,"mako: charger: disable hsic host and mdm driver in charger mode In off-mode charging, hsic host driver never release wake_lock. Due to this, system cannot enter the suspend during off-mode charging. This patch disable the hsic host driver and mdm driver in off-mode charging to reduce power consumption. Change-Id: I8580af1d5a9d754982b198c9bd47a98e4b69c725 Conflicts: arch/arm/mach-msm/lge/mako/board-mako.c",04/02/2013 23:32:22,,NOT-FOUND,https://github.com/thracemerin/lge-kernel-mako/commit/f28ca44c88575bd75931e5059d7a38265410d984,,,,,,,NOT-FOUND-SCRIPT-NOAPI,,,,,,,,,,,,,thracemerin/lge-kernel-mako,,,,,
thracemerin,lge-kernel-mako,"power: charger: need sometime to handle the usb disconnecting events When being completely charged in the offmode charging and pulling out TA from sleep condition, I gave 1 sec. delay until entering sleep condition again, in order to prevent the phenomenon that a device doesn't turn off. We need sometime for an userspace application to handle the usb disconnection events. There is no effect of power consumption. Change-Id: I0851cc2b47c3780fd68d3e8965fd0d6f5b7e8312",04/02/2013 23:35:45,,DUPLICATE,https://github.com/thracemerin/lge-kernel-mako/commit/b873debb6820a456c48ab9f14440a566cb5300e9,,,,,,,EXISTS,,,,,,,,,,,,,thracemerin/lge-kernel-mako,,,,thracemerin,
o11s,open80211s,fixup!mac80211: mesh power save doze scheduling,05/02/2013 09:23:21,,OK,https://github.com/cozybit/open80211s/commit/c3fa67e72cd3aea24659c1af43d2037728a19b57,https://github.com/o11s/open80211s/commit/c3fa67e72cd3aea24659c1af43d2037728a19b57,,[OK][?][INCREASE SCAN INTERVAL],[OK] [Increase scan interval],[DO NOT ANALYZE],[Increase scan interval] [?],EXISTS,[fix mesh doze scheduling],[power saving],[Increase scan interval],[Increase scan interval],,,Certain,?,No,OS,C,fixup!mac80211: mesh power save doze scheduling,o11s/open80211s,,[Polling avoidance],,,Kernel net
norbertc,nexus-kernel,"power: charger: need sometime to handle the usb disconnecting events When being completely charged in the offmode charging and pulling out TA from sleep condition, I gave 1 sec. delay until entering sleep condition again, in order to prevent the phenomenon that a device doesn't turn off. We need sometime for an userspace application to handle the usb disconnection events. There is no effect of power consumption. Change-Id: I0851cc2b47c3780fd68d3e8965fd0d6f5b7e8312",05/02/2013 16:37:01,,NOT-FOUND,https://github.com/norbertc/nexus-kernel/commit/5194a3d00fd6a8fae12eda3a8bf2be4d6c7b11ea,,,,,,,NOT-FOUND-SCRIPT-NOAPI,,,,,,,,,,,,,norbertc/nexus-kernel,,,,,
mathkid95,linux_lg_jb,"power: charger: need sometime to handle the usb disconnecting events When being completely charged in the offmode charging and pulling out TA from sleep condition, I gave 1 sec. delay until entering sleep condition again, in order to prevent the phenomenon that a device doesn't turn off. We need sometime for an userspace application to handle the usb disconnection events. There is no effect of power consumption. Change-Id: I0851cc2b47c3780fd68d3e8965fd0d6f5b7e8312",05/02/2013 21:46:42,,DUPLICATE,https://github.com/mathkid95/linux_lg_jb/commit/564a4624ac8dbdcaf97565e3ac3c01b2d85af0e9,,,,,,,EXISTS,,,,,,,,,,,,,mathkid95/linux_lg_jb,,,,,
CyanogenMod,android_frameworks_av,"Squashed commit of updates from CodeAurora auido: Add amr-wb+ codec to ACodec. -Add an entry for amr-wb+ decoder in ACodec. -amr-wb+ non tunnel will be enabled by default. Change-Id: Ied8902eb83da29a3164eb99e88630570a43f681e libstagefright: Create MP3 decoder libraries without OMX layer - With the current MP3 OMX SW decoders, the decoding time is increased w.r.t the libraries without OMX layer that are present in GB. This increase in decoding time results reduction in power savings in LPA mode. - This commit is to remove OMX layer for MP3 to reduce the power consumption in LPA mode Change-Id: I835ab6d013a326f111e513586f884bacd5f7106a audioflinger: EffectModules are updated with device change Issue: Effects modules are not updated with the device change information Fix: 1) Add setDevice information to mLPAEffectChain 2) Remove the return after sending the device route information to Direct track so that mixer thread is also aware of the device change for EffectsChain Change-Id: I82936cd47290946a5e4772e448669d81e0e4d6f5 libmedia : Add a NULL pointer check - Print frame count in AudioTrack::dump() only if the control block is valid Change-Id: Icf594eb721b48795c43d7bd165f6086031ce6efd CRs-Fixed: 435050 libstagefright: Query AudioSystem for suggested record mute duration - AudioSource mutes a pre-defined duration (defined by kAutoRampStartUs) at the beginning of a recording. - Instead, query the audio system for any ongoing playback streams and use its output latency to calculate the duration to mute the incoming PCM stream. - This assumes all current playback threads will be paused once recording is started. Change-Id: Ie9b1d62e7be803ef1d8a59127b95c73e03fa5ce6 CRs-Fixed: 438149 libstagefright: Convert mono to stereo for LPA clips - Sound effects are not supported for mono clips - Repetative calling of effects_configure and effect_process for mono clips is resulting in crash in the sound effects library. - So, Mono clips are now converted to stereo by copying the left sample to right. - This is same as what Resampler does in Non-LPA Playback. This commit is a port of fcc0647fab20ceaf1c07bc10bb243f14c48b114c CRs-Fixed: 421639 Change-Id: Ie579c8d11afe3db8d42a35956e8bf23eeb88cfe6 audioflinger: Fix to set volume from MediaPlayer in Tunnel mode Issue: MediaPlayer.setVolume does not have effect on Playback volume in TunnelPlayer mode Fix: the left and right volume parameters of setVolume are hardcoded and defaulted in DirectAudioTrack. Updating the parameters from the input arguments fixes the issue Change-Id: I8a107ce57284b225b17d95fed0f69e3adc5fb131 CRs-Fixed: 441849 libstagefright: Enable Tunnel Decode for select formats - Enable tunnel mode decode only if the audio mime type matches a supported list. Change-Id: I32afd83e5fda1e90cb671dd747f17cb83bb84fc1 CRs-Fixed:437651 framework/av:: Add support to decode mp3 data in mp4 container - Added support to decode mp3 data in mp4 container packed as mp4a atom and .mp3 atom as well. Port of 8fa3774adf9259b33ee721cfaeff26da42c29928 Change-Id: I1a04022f30a9f6516575440aba7652986ab7dc58 CRs-Fixed: 439897 audiomixer: Use High Quality resampler Use very high quality resampler to upsample to 48KHz sample rate. Change-Id: I1ba5b839f1e74ae71b405538d970e6a966bd1d47 CRs-fixed: 416730 audioflinger: Fix a deadlock - A deadlock will happen if the obit recipient registered by the DirectAudioTrack is called. - Fix this by moving the lock acquisition in DirectAudioTrack::clearPowerManager() to after DirectAudioTrack::releaseWakeLock() is called. - Also synchronize use of mPowerManager in the DirectAudioTrack destructor with DirectAudioTrack::clearPowerManager() Change-Id: Ib127db1406c4a61a4054ca0cf30f4c7347a5c92a CRs-Fixed: 444093 libstagefright: TunnelPlayer: update condition to send SEEK_COMPLETE - If the client tries to seek to 0 (e.g as a result of LOOPING) without ever calling getPosition(), we will always sent an immediate seek notification without seeking. Change-Id: Id2b9d00c611278d0521cb6fd402710f0ec37bbdd CRs-Fixed: 441411 libstagefright: Remove unnecessary code from TunnelPlayer - TunnelPlayer tries to mimick AudioPlayer when trying to delete the extractor source. - It is needed for AudioPlayer as the OMXCodec object is referenced by the CallbackDispatcher as well as AudioPlayer. - This condition is not true for TunnelPlayer, so why do it. Change-Id: I79c4e17d01910e73ad01c5640ef374626313a18e CRs-Fixed: 442365 Add MediaDebug header from CAF Change-Id: I68dbe72f86a49685b82b64927d1aa80231647a7a",06/02/2013 09:40:58,,OK,https://github.com/CyanogenMod/android_frameworks_av/commit/12170a107e7c96170a38dbe43e98447c87624bd7,,,[OK][?],[OK] [Big commit],[DO NOT ANALYZE],[Big commit] [?],EXISTS,[remove OMX layer for MP3],[increases decoding time and reduces power savings in LPA mode],[Remove unnecessary layer] [Improve performance],[Avoid unnecessary work],,Improve performance,Certain,Android,Change-Id: I835ab6d013a326f111e513586f884bacd5f7106a,OS,C++,This increase in decoding time results reduction in power savings in LPA mode. - This commit is to remove OMX layer for MP3 to reduce the power consumption in LPA mode,CyanogenMod/android_frameworks_av,,[Energy bug],,cyanogen,Software stack framework
milaq,android_device_lge_p940,update prebuilt kernel * restructure commit history * remove some interactive governor tweaks due to to high power consumtion (performance not affected) * add bfq scheduler,07/02/2013 23:16:40,,BINARIES,https://github.com/milaq/android_device_lge_p940/commit/0ec6a074592f345932a9fddd3ef5ec69feeb7cd9,,,,,,,EXISTS,,,,,,,,,,,,,milaq/android_device_lge_p940,milaq,,,milaq,
jakdillard,platform_frameworks_base,"Prevent scanning during DHCP process Wi-Fi should be in active state during the entire DHCP process, and shouldn't go to IEEE 802.11 power save mode. If the framework requests scan during the DHCP process, the Wi-Fi chip has to start scanning on channels different from the current one, and going to power save mode is a prerequisite for scan. The result directly impacts user experience: DHCP process takes longer, and even can fail. Change-Id: I8171388bb70072e4c42cb3c074dd955da84e494b",08/02/2013 03:34:27,,NOT-FOUND,https://github.com/jakdillard/platform_frameworks_base/commit/5aeb774ad14150b22c17d002a96ba888e71eb71c,,,,,,,NOT-FOUND-SCRIPT-NOAPI,,,,,,,,,,,,,jakdillard/platform_frameworks_base,,,,,
ThinkingBridge,platform_frameworks_av,"libstagefright: Collection of fixes for TunnelPlayer -Handling of EOS, and triggering EOS was wrong in TunnelPlayer. Seeking when EOS was posted to the HAL was wrong. EOS should not be posted till seek is complete -Also, EOS should not be posted to the app if we are seeking -Player should wake up when seeked, even after EOS was posted from player to HAL -Fixed this issue by cleaning up the code for EOS -Disable tunnel mode playback for streaming use cases to avoid jittery playback Change-Id: I21699d2d5874bde6cbfe549ce0251b252e9a4090 CRs-Fixed: 433346 CRs-Fixed: 432233 CRs-Fixed: 429868 libstagefright: Add new mime for QC TS container - Add new mime type for TS container that is sniffed by extended extractor. This is needed for media extractor to determine which parser to create. Change-Id: I18dcebbbf3b31cea7db29a4dd65385638343bec1 libstagefright: Use software decoder for ADTS content. Use software decoder for widevine content which uses ADTS format. CRs-fixed: 431096 (cherry picked from commit 3edf2e703bcdc47f122864865056d5cb65b7ab43) Change-Id: I50eba673ddd6ec2bbb737577978e61902ff68d13 audioflinger: Fix to release wakelock after closeoutput -In DirectTrack destructor, closeOutput is called after releaseWakelock is done. This may sometimes result in power collapse happening even before actual close sequence of Audio path is completed and will result in high power consumption. -Release wakelock only after closeOutput is done in directtrack destructor. CRs-fixed: 438179 Change-Id: Ibe103804daf2cb09bade998d6d34c3a34508dd09 libstagefright: Add support to change clip duration to enable LPA Added support to change the clip duration threshold value for LPA playback. A new system property 'lpa.min_duration' has been added which controls the minimum clip length for enabling LPA. The default threshold value has been retained as 60sec. Change-Id: I6a8be6d6bf67495977d8c75e5be14723a31353b1 frameworks/av: Skip tunnel mode for playback through AudioCache In the use case of playback using SoundPool, decoded data is cached from player and further rendered through AudioCache. Avoid Tunnel mode for the use case AAC format through SoundPool Change-Id: I21005a5b39f9fb480ae0d525ecb560fec4382620 CRs-Fixed: 437539 frameworks/base: dumpsys rendering statistics for Stagefright - this adds extra fps statisticis - report via dumpsys Change-Id: I7b4d4582c4eb2ccf2d11557844dade92f9e587c0 CRs-Fixed: 435013 libstagefright: Stop extractor source after start in TunnelPlayer Issue: In the use case of frequent suspend resume during Video Playback with HDMI Connected, we encounter a scenario where tunnel player is created and destroyed without the extractor source started. In such use case, stopping the source in reset during the tunnel player destruction leads to failure during assertion check. Fix: Check for mStarted flag to ensure that stop on source is called only after they are started. Change-Id: Ib18e7ee3d10b2cc706944e358046f163d156706c CRs-Fixed: 440239",08/02/2013 06:08:14,,NOT-FOUND,https://github.com/ThinkingBridge/platform_frameworks_av/commit/6c8beb4f2738d45598929dfa4504bd6b7a254a7d,,,,,,,NOT-FOUND-SCRIPT-NOAPI,,,,,,,,,,,,,ThinkingBridge/platform_frameworks_av,,,,,
ThinkingBridge,platform_frameworks_av,"Squashed commit of updates from CodeAurora auido: Add amr-wb+ codec to ACodec. -Add an entry for amr-wb+ decoder in ACodec. -amr-wb+ non tunnel will be enabled by default. Change-Id: Ied8902eb83da29a3164eb99e88630570a43f681e libstagefright: Create MP3 decoder libraries without OMX layer - With the current MP3 OMX SW decoders, the decoding time is increased w.r.t the libraries without OMX layer that are present in GB. This increase in decoding time results reduction in power savings in LPA mode. - This commit is to remove OMX layer for MP3 to reduce the power consumption in LPA mode Change-Id: I835ab6d013a326f111e513586f884bacd5f7106a audioflinger: EffectModules are updated with device change Issue: Effects modules are not updated with the device change information Fix: 1) Add setDevice information to mLPAEffectChain 2) Remove the return after sending the device route information to Direct track so that mixer thread is also aware of the device change for EffectsChain Change-Id: I82936cd47290946a5e4772e448669d81e0e4d6f5 libmedia : Add a NULL pointer check - Print frame count in AudioTrack::dump() only if the control block is valid Change-Id: Icf594eb721b48795c43d7bd165f6086031ce6efd CRs-Fixed: 435050 libstagefright: Query AudioSystem for suggested record mute duration - AudioSource mutes a pre-defined duration (defined by kAutoRampStartUs) at the beginning of a recording. - Instead, query the audio system for any ongoing playback streams and use its output latency to calculate the duration to mute the incoming PCM stream. - This assumes all current playback threads will be paused once recording is started. Change-Id: Ie9b1d62e7be803ef1d8a59127b95c73e03fa5ce6 CRs-Fixed: 438149 libstagefright: Convert mono to stereo for LPA clips - Sound effects are not supported for mono clips - Repetative calling of effects_configure and effect_process for mono clips is resulting in crash in the sound effects library. - So, Mono clips are now converted to stereo by copying the left sample to right. - This is same as what Resampler does in Non-LPA Playback. This commit is a port of fcc0647fab20ceaf1c07bc10bb243f14c48b114c CRs-Fixed: 421639 Change-Id: Ie579c8d11afe3db8d42a35956e8bf23eeb88cfe6 audioflinger: Fix to set volume from MediaPlayer in Tunnel mode Issue: MediaPlayer.setVolume does not have effect on Playback volume in TunnelPlayer mode Fix: the left and right volume parameters of setVolume are hardcoded and defaulted in DirectAudioTrack. Updating the parameters from the input arguments fixes the issue Change-Id: I8a107ce57284b225b17d95fed0f69e3adc5fb131 CRs-Fixed: 441849 libstagefright: Enable Tunnel Decode for select formats - Enable tunnel mode decode only if the audio mime type matches a supported list. Change-Id: I32afd83e5fda1e90cb671dd747f17cb83bb84fc1 CRs-Fixed:437651 framework/av:: Add support to decode mp3 data in mp4 container - Added support to decode mp3 data in mp4 container packed as mp4a atom and .mp3 atom as well. Port of 8fa3774adf9259b33ee721cfaeff26da42c29928 Change-Id: I1a04022f30a9f6516575440aba7652986ab7dc58 CRs-Fixed: 439897 audiomixer: Use High Quality resampler Use very high quality resampler to upsample to 48KHz sample rate. Change-Id: I1ba5b839f1e74ae71b405538d970e6a966bd1d47 CRs-fixed: 416730 audioflinger: Fix a deadlock - A deadlock will happen if the obit recipient registered by the DirectAudioTrack is called. - Fix this by moving the lock acquisition in DirectAudioTrack::clearPowerManager() to after DirectAudioTrack::releaseWakeLock() is called. - Also synchronize use of mPowerManager in the DirectAudioTrack destructor with DirectAudioTrack::clearPowerManager() Change-Id: Ib127db1406c4a61a4054ca0cf30f4c7347a5c92a CRs-Fixed: 444093 libstagefright: TunnelPlayer: update condition to send SEEK_COMPLETE - If the client tries to seek to 0 (e.g as a result of LOOPING) without ever calling getPosition(), we will always sent an immediate seek notification without seeking. Change-Id: Id2b9d00c611278d0521cb6fd402710f0ec37bbdd CRs-Fixed: 441411 libstagefright: Remove unnecessary code from TunnelPlayer - TunnelPlayer tries to mimick AudioPlayer when trying to delete the extractor source. - It is needed for AudioPlayer as the OMXCodec object is referenced by the CallbackDispatcher as well as AudioPlayer. - This condition is not true for TunnelPlayer, so why do it. Change-Id: I79c4e17d01910e73ad01c5640ef374626313a18e CRs-Fixed: 442365 Add MediaDebug header from CAF Change-Id: I68dbe72f86a49685b82b64927d1aa80231647a7a",08/02/2013 06:09:09,,NOT-FOUND,https://github.com/ThinkingBridge/platform_frameworks_av/commit/0768e28d1f65c7ce5ffec951b1b7cc43ed605509,,,,,,,NOT-FOUND-SCRIPT-NOAPI,,,,,,,,,,,,,ThinkingBridge/platform_frameworks_av,,,,,
PolishBloodProject,android_frameworks_base,"Prevent scanning during DHCP process Wi-Fi should be in active state during the entire DHCP process, and shouldn't go to IEEE 802.11 power save mode. If the framework requests scan during the DHCP process, the Wi-Fi chip has to start scanning on channels different from the current one, and going to power save mode is a prerequisite for scan. The result directly impacts user experience: DHCP process takes longer, and even can fail. Change-Id: I8171388bb70072e4c42cb3c074dd955da84e494b",08/02/2013 12:40:28,,DUPLICATE,https://github.com/PolishBloodProject/android_frameworks_base/commit/42caede39bfb608418d3b79744948bdea178cc91,,,,,,,EXISTS,,,,,,,,,,,,,PolishBloodProject/android_frameworks_base,,,,pcfighter,
